年,月,日,競艇場番号,レース番号,距離,天候,風向き,風速,波高,着,艇,登番,モーター,ボート,展示タイム,進入番号,スタートタイミング,レースタイム
2025,07,09,02,10,1800,晴,南,8,15,2,1,4430,57,59,7.12,1,0.15,1.56.1
2025,07,09,02,10,1800,晴,南,8,15,3,5,3564,52,70,7.12,5,0.36,1.57.9
2025,07,09,02,10,1800,晴,南,8,15,4,2,3740,58,56,7.30,2,0.16,1.59.4
2025,07,09,02,10,1800,晴,南,8,15,5,4,3934,24,63,7.33,4,0.17,
2025,07,09,02,10,1800,晴,南,8,15,6,6,5388,20,15,7.20,6,0.21,
2025,07,09,02,11,1800,晴,南,8,15,1,1,4118,48,33,7.31,1,0.11,1.56.1
2025,07,09,02,11,1800,晴,南,8,15,2,2,4748,39,51,7.15,2,0.13,1.57.9
2025,07,09,02,11,1800,晴,南,8,15,3,4,4543,33,19,7.25,4,0.18,1.59.0
2025,07,09,02,11,1800,晴,南,8,15,4,6,4411,16,23,7.52,6,0.15,1.59.6
2025,07,09,02,11,1800,晴,南,8,15,5,3,4020,71,45,7.26,3,0.17,
2025,07,09,02,11,1800,晴,南,8,15,6,5,5110,37,55,7.21,5,0.17,
2025,07,09,02,12,1800,晴,南,9,15,1,1,5002,63,67,7.10,1,0.27,1.56.8
2025,07,09,02,12,1800,晴,南,9,15,2,3,4452,31,50,7.16,3,0.32,1.58.7
2025,07,09,02,12,1800,晴,南,9,15,3,2,4471,17,31,7.26,2,0.32,1.59.8
2025,07,09,02,12,1800,晴,南,9,15,4,4,4604,15,61,7.10,4,0.31,2.00.7
2025,07,09,02,12,1800,晴,南,9,15,5,5,3202,23,28,7.33,5,0.32,
2025,07,09,02,12,1800,晴,南,9,15,6,6,5043,34,47,7.17,6,0.35,
2025,07,09,01,1,1800,晴,東,3,2,1,6,4825,15,46,6.84,5,0.18,1.51.9
2025,07,09,01,1,1800,晴,東,3,2,2,4,3922,26,49,6.85,4,0.19,1.53.1
2025,07,09,01,1,1800,晴,東,3,2,3,2,3981,31,36,6.88,2,0.22,1.55.1
2025,07,09,01,1,1800,晴,東,3,2,4,3,4414,60,69,6.95,3,0.22,1.56.2
2025,07,09,01,1,1800,晴,東,3,2,5,1,3448,73,35,6.86,1,0.35,1.57.6
2025,07,09,01,1,1800,晴,東,3,2,6,5,5373,67,73,6.90,6,0.26,1.58.0
2025,07,09,01,2,1800,晴,東,4,3,1,1,3546,63,66,6.86,1,0.30,1.52.2
2025,07,09,01,2,1800,晴,東,4,3,2,2,5213,58,25,6.79,2,0.27,1.53.8
2025,07,09,01,2,1800,晴,東,4,3,3,4,4899,56,42,6.91,4,0.24,1.55.2
2025,07,09,01,2,1800,晴,東,4,3,4,5,4369,52,11,6.80,5,0.25,1.56.1
2025,07,09,01,2,1800,晴,東,4,3,5,3,4035,37,16,6.89,3,0.36,1.56.9
2025,07,09,01,2,1800,晴,東,4,3,6,6,5365,29,56,6.87,6,0.30,1.58.3
2025,07,09,01,3,1800,晴,東,4,3,1,3,4040,69,31,6.86,3,0.15,1.51.5
2025,07,09,01,3,1800,晴,東,4,3,2,4,5089,11,53,6.83,4,0.23,1.52.8
2025,07,09,01,3,1800,晴,東,4,3,3,1,4417,27,41,6.92,1,0.22,1.54.5
2025,07,09,01,3,1800,晴,東,4,3,4,2,4110,50,18,6.89,2,0.17,1.56.2
2025,07,09,01,3,1800,晴,東,4,3,5,6,5390,21,13,6.88,6,0.10,1.57.5
2025,07,09,01,3,1800,晴,東,4,3,6,5,4527,25,72,6.86,5,0.22,1.58.0
2025,07,09,01,4,1800,晴,東,3,2,1,1,3747,19,60,6.76,1,0.10,1.59.7
2025,07,09,01,4,1800,晴,東,3,2,2,3,5216,72,67,6.82,3,0.16,2.02.9
2025,07,09,01,4,1800,晴,東,3,2,3,4,3712,54,58,6.77,4,0.13,2.05.7
2025,07,09,01,4,1800,晴,東,3,2,4,6,4579,35,65,6.87,6,0.15,2.07.3
2025,07,09,01,4,1800,晴,東,3,2,5,2,4945,40,54,6.85,2,0.14,2.16.2
2025,07,09,01,5,1800,晴,東,4,3,1,1,3807,48,33,6.82,1,0.14,1.51.5
2025,07,09,01,5,1800,晴,東,4,3,2,6,4962,43,34,6.79,6,0.08,1.53.1
2025,07,09,01,5,1800,晴,東,4,3,3,5,5088,23,59,6.78,4,0.10,1.53.6
2025,07,09,01,5,1800,晴,東,4,3,4,3,3715,16,68,6.77,3,0.12,1.55.3
2025,07,09,01,5,1800,晴,東,4,3,5,4,3406,68,44,6.80,5,0.09,1.56.3
2025,07,09,01,5,1800,晴,東,4,3,6,2,5310,42,70,6.81,2,0.19,1.57.6
2025,07,09,01,6,1800,曇り,東,3,2,1,1,4460,57,48,6.85,1,0.09,1.51.4
2025,07,09,01,6,1800,曇り,東,3,2,2,2,4457,38,74,6.93,2,0.18,1.53.7
2025,07,09,01,6,1800,曇り,東,3,2,3,3,4389,70,22,6.81,3,0.15,1.54.7
2025,07,09,01,6,1800,曇り,東,3,2,4,4,3448,73,35,6.84,4,0.14,1.57.0
2025,07,09,01,6,1800,曇り,東,3,2,5,5,5365,29,56,6.95,5,0.15,1.57.7
2025,07,09,01,6,1800,曇り,東,3,2,6,6,5266,13,37,6.88,6,0.16,1.58.8
2025,07,09,01,7,1800,曇り,東,3,2,1,1,4472,44,15,6.77,1,0.19,1.51.0
2025,07,09,01,7,1800,曇り,東,3,2,2,3,4369,52,11,6.80,3,0.17,1.51.8
2025,07,09,01,7,1800,曇り,東,3,2,3,4,3921,74,57,6.90,4,0.25,1.54.5
2025,07,09,01,7,1800,曇り,東,3,2,4,2,4414,60,69,6.78,2,0.13,1.55.5
2025,07,09,01,7,1800,曇り,東,3,2,5,6,5373,67,73,6.85,6,0.27,1.57.3
2025,07,09,01,7,1800,曇り,東,3,2,6,5,4035,37,16,6.89,5,0.26,1.57.7
2025,07,09,01,8,1800,曇り,東,3,2,1,5,5089,11,53,6.73,4,0.16,1.51.2
2025,07,09,01,8,1800,曇り,東,3,2,2,1,5216,72,67,6.80,1,0.12,1.52.8
2025,07,09,01,8,1800,曇り,東,3,2,3,6,4431,64,24,6.78,5,0.15,1.54.2
2025,07,09,01,8,1800,曇り,東,3,2,4,3,4899,56,42,6.78,3,0.08,1.55.5
2025,07,09,01,8,1800,曇り,東,3,2,5,4,3981,31,36,6.87,6,0.20,1.56.5
2025,07,09,01,8,1800,曇り,東,3,2,6,2,3922,26,49,6.75,2,0.19,1.58.3
2025,07,09,01,9,1800,曇り,東,3,2,1,6,4930,53,43,6.68,5,0.00,1.50.7
2025,07,09,01,9,1800,曇り,東,3,2,2,2,3546,63,66,6.79,2,0.17,1.53.7
2025,07,09,01,9,1800,曇り,東,3,2,3,1,3805,47,12,6.83,1,0.13,1.55.0
2025,07,09,01,9,1800,曇り,東,3,2,4,3,4945,40,38,6.86,3,0.12,1.56.1
2025,07,09,01,9,1800,曇り,東,3,2,5,4,4110,50,18,6.87,4,0.10,1.56.2
2025,07,09,01,9,1800,曇り,東,3,2,6,5,5390,21,13,6.84,6,0.04,1.59.3
2025,07,09,01,10,1800,曇り,東,3,2,1,2,5088,23,59,6.85,2,0.13,1.50.5
2025,07,09,01,10,1800,曇り,東,3,2,2,4,3715,16,68,6.81,4,0.11,1.52.6
2025,07,09,01,10,1800,曇り,東,3,2,3,3,3712,54,58,6.80,3,0.07,1.53.4
2025,07,09,01,10,1800,曇り,東,3,2,4,5,5213,58,25,6.75,5,0.14,1.54.8
2025,07,09,01,10,1800,曇り,東,3,2,5,1,4825,15,46,6.82,1,0.18,1.55.7
2025,07,09,01,10,1800,曇り,東,3,2,6,6,4460,57,48,6.82,6,0.15,1.56.9
2025,07,09,01,11,1800,曇り,東,2,1,1,1,4579,35,65,6.81,1,0.18,1.51.3
2025,07,09,01,11,1800,曇り,東,2,1,2,4,4040,69,31,6.78,4,0.15,1.52.5
2025,07,09,01,11,1800,曇り,東,2,1,3,3,3406,68,44,6.82,3,0.21,1.53.7
2025,07,09,01,11,1800,曇り,東,2,1,4,5,4472,44,15,6.79,5,0.19,1.54.6
2025,07,09,01,11,1800,曇り,東,2,1,5,2,3620,39,30,6.90,2,0.26,1.54.9
2025,07,09,01,11,1800,曇り,東,2,1,6,6,4417,27,41,6.94,6,0.24,1.55.4
2025,07,09,01,12,1800,曇り,北東,1,1,1,1,4907,41,19,6.72,1,0.15,1.49.9
2025,07,09,01,12,1800,曇り,北東,1,1,2,3,4468,18,71,6.73,3,0.14,1.50.6
2025,07,09,01,12,1800,曇り,北東,1,1,3,4,4376,46,52,6.78,4,0.12,1.53.5
2025,07,09,01,12,1800,曇り,北東,1,1,4,5,4731,49,47,6.76,5,0.13,1.54.4
2025,07,09,01,12,1800,曇り,北東,1,1,5,6,4834,34,55,6.82,6,0.10,1.54.9
2025,07,09,01,12,1800,曇り,北東,1,1,6,2,3801,66,61,6.70,2,0.17,1.57.5
