予測勝敗,勝敗,年,月,日,レース場番号,レース番号,着順,枠番,選手登番,年齢,体重,級別,全国勝率,モーター2連率,ボート2連率,コース別複勝率,コース別平均スタート順位,コース別1着回数,コース別2着回数,1着回数,2着回数
0,,2025,7,17,17,1,,3,4092,44,53,B1,5.5,36.78,28.5,34.7,2.7,2.0,6.0,22.0,24.0
0,,2025,7,17,17,1,,4,4803,31,63,B1,3.82,37.36,31.38,11.1,3.3,0.0,2.0,5.0,12.0
0,,2025,7,17,17,1,,5,3853,52,57,A2,5.68,30.95,46.54,5.8,4.4,0.0,1.0,26.0,25.0
0,,2025,7,17,17,1,,6,4979,29,52,B1,4.71,41.88,27.04,0.0,4.4,0.0,0.0,2.0,15.0
1,,2025,7,17,17,2,,1,4784,37,50,B1,4.44,36.76,41.94,78.5,3.3,6.0,5.0,6.0,21.0
0,,2025,7,17,17,2,,2,3355,56,42,B2,3.78,32.77,41.42,0.0,5.5,0.0,0.0,0.0,0.0
0,,2025,7,17,17,2,,3,4844,32,49,B1,4.33,34.24,29.32,28.5,3.4,1.0,5.0,8.0,15.0
0,,2025,7,17,17,2,,4,5334,21,45,B1,2.69,33.15,36.7,6.6,4.2,0.0,2.0,2.0,2.0
0,,2025,7,17,17,2,,5,5295,23,46,B1,2.88,35.71,31.25,0.0,4.2,0.0,0.0,1.0,2.0
0,,2025,7,17,17,2,,6,3207,59,54,B2,3.87,34.5,32.34,0.0,4.6,0.0,0.0,1.0,4.0
1,,2025,7,17,17,3,,1,3710,51,53,B1,5.4,28.08,25.93,60.0,2.4,6.0,3.0,10.0,23.0
0,,2025,7,17,17,3,,2,4053,47,56,A2,5.98,38.71,34.1,40.0,3.5,0.0,6.0,19.0,20.0
0,,2025,7,17,17,3,,3,4515,39,54,A2,5.52,32.97,22.22,45.0,2.8,3.0,6.0,22.0,25.0
1,,2025,7,17,17,3,,4,4398,38,52,A1,5.85,34.42,33.95,61.9,2.6,2.0,11.0,29.0,24.0
0,,2025,7,17,17,3,,5,5311,27,52,B1,3.7,39.55,29.55,0.0,3.6,0.0,0.0,2.0,4.0
0,,2025,7,17,17,3,,6,4103,46,53,B1,4.22,35.09,26.35,0.0,5.6,0.0,0.0,6.0,14.0
1,,2025,7,17,17,4,,1,4963,28,46,A1,6.77,45.6,30.95,80.0,2.6,16.0,4.0,33.0,28.0
0,,2025,7,17,17,4,,2,4775,31,47,B1,5.08,32.75,27.21,0.0,3.5,0.0,0.0,7.0,5.0
0,,2025,7,17,17,4,,3,4224,43,51,B1,5.04,42.2,33.93,23.0,4.1,1.0,2.0,17.0,13.0
0,,2025,7,17,17,4,,4,3509,53,52,B1,4.34,35.91,25.51,20.0,2.1,1.0,1.0,7.0,8.0
0,,2025,7,17,17,4,,5,4720,31,47,B1,5.47,31.01,31.18,5.5,3.2,0.0,1.0,13.0,12.0
0,,2025,7,17,17,4,,6,3435,56,45,A1,6.66,37.93,33.72,14.2,3.4,0.0,3.0,37.0,31.0
0,,2025,7,17,17,5,,1,4837,36,51,B1,4.06,33.33,37.31,42.8,2.7,2.0,1.0,3.0,14.0
1,,2025,7,17,17,5,,2,5125,28,52,A1,5.89,37.43,32.98,78.5,3.1,5.0,6.0,22.0,22.0
0,,2025,7,17,17,5,,3,4939,27,52,A1,7.37,35.59,35.71,46.6,2.8,2.0,5.0,39.0,21.0
0,,2025,7,17,17,5,,4,4666,41,53,B1,3.98,34.83,31.79,19.0,3.0,3.0,1.0,11.0,14.0
0,,2025,7,17,17,5,,5,4411,39,55,A2,5.72,35.43,26.36,12.1,3.2,2.0,2.0,22.0,25.0
0,,2025,7,17,17,5,,6,3684,51,52,A2,6.05,33.13,29.87,0.0,5.3,0.0,0.0,29.0,30.0
1,,2025,7,17,17,6,,1,4011,45,46,B1,6.01,35.64,32.64,68.1,2.9,11.0,4.0,19.0,27.0
0,,2025,7,17,17,6,,2,4938,27,48,A2,6.4,31.41,40.1,40.0,3.7,4.0,2.0,21.0,19.0
0,,2025,7,17,17,6,,3,4510,36,48,B2,2.25,36.81,20.18,0.0,0.0,0.0,0.0,0.0,0.0
0,,2025,7,17,17,6,,4,3470,55,47,B1,4.75,35.67,33.15,0.0,3.9,0.0,0.0,4.0,6.0
0,,2025,7,17,17,6,,5,5362,18,50,B2,1.62,33.7,38.8,0.0,4.1,0.0,0.0,0.0,1.0
0,,2025,7,17,17,6,,6,3999,45,46,A1,6.69,34.12,35.79,0.0,4.5,0.0,0.0,26.0,22.0
1,,2025,7,17,17,7,,1,3430,57,55,B1,3.99,34.46,39.78,66.6,3.0,4.0,4.0,7.0,10.0
0,,2025,7,17,17,7,,2,4465,38,53,B1,3.93,38.73,38.98,33.3,2.9,1.0,4.0,8.0,13.0
0,,2025,7,17,17,7,,3,3998,46,51,B1,4.44,29.45,32.99,37.0,2.9,3.0,7.0,10.0,24.0
0,,2025,7,17,17,7,,4,5311,27,52,B1,3.7,39.55,29.55,10.0,3.6,2.0,0.0,2.0,4.0
0,,2025,7,17,17,7,,5,3710,51,53,B1,5.4,28.08,25.93,22.2,4.2,1.0,3.0,10.0,23.0
0,,2025,7,17,17,7,,6,3804,51,54,B1,4.04,43.43,31.47,0.0,4.7,0.0,0.0,9.0,10.0
0,,2025,7,17,17,8,,1,5295,23,46,B1,2.88,35.71,31.25,28.5,5.3,0.0,2.0,1.0,2.0
0,,2025,7,17,17,8,,2,4408,39,47,B2,3.85,38.42,41.49,33.3,3.5,1.0,1.0,2.0,3.0
1,,2025,7,17,17,8,,3,4963,28,46,A1,6.77,45.6,30.95,64.7,3.3,4.0,7.0,33.0,28.0
0,,2025,7,17,17,8,,4,4720,31,47,B1,5.47,31.01,31.18,25.0,3.2,2.0,1.0,13.0,12.0
0,,2025,7,17,17,8,,5,3334,56,45,B1,5.37,37.22,35.45,18.1,4.0,1.0,3.0,16.0,19.0
0,,2025,7,17,17,8,,6,5326,21,48,B1,2.39,35.59,38.54,0.0,4.4,0.0,0.0,1.0,1.0
1,,2025,7,17,17,9,,1,3853,52,57,A2,5.68,30.95,46.54,85.7,3.4,19.0,5.0,26.0,25.0
0,,2025,7,17,17,9,,2,4103,46,53,B1,4.22,35.09,26.35,25.0,4.6,1.0,3.0,6.0,14.0
0,,2025,7,17,17,9,,3,4803,31,63,B1,3.82,37.36,31.38,19.0,3.0,0.0,4.0,5.0,12.0
0,,2025,7,17,17,9,,4,5222,24,52,A2,5.54,34.46,39.33,30.0,3.3,2.0,4.0,19.0,20.0
0,,2025,7,17,17,9,,5,4837,36,51,B1,4.06,33.33,37.31,27.2,3.8,0.0,3.0,3.0,14.0
0,,2025,7,17,17,9,,6,4515,39,54,A2,5.52,32.97,22.22,0.0,5.5,0.0,0.0,22.0,25.0
1,,2025,7,17,17,10,,1,3509,53,52,B1,4.34,35.91,25.51,66.6,1.8,5.0,1.0,7.0,8.0
0,,2025,7,17,17,10,,2,5088,25,43,A1,6.94,31.32,44.24,50.0,2.8,7.0,1.0,45.0,17.0
0,,2025,7,17,17,10,,3,3355,56,42,B2,3.78,32.77,41.42,0.0,5.0,0.0,0.0,0.0,0.0
0,,2025,7,17,17,10,,4,5362,18,50,B2,1.62,33.7,38.8,0.0,0.0,0.0,0.0,0.0,1.0
0,,2025,7,17,17,10,,5,4938,27,48,A2,6.4,31.41,40.1,11.7,4.3,0.0,2.0,21.0,19.0
0,,2025,7,17,17,10,,6,4844,32,49,B1,4.33,34.24,29.32,0.0,4.8,0.0,0.0,8.0,15.0
1,,2025,7,17,17,11,,1,3618,51,44,A2,5.92,34.73,35.94,70.5,2.9,17.0,7.0,29.0,27.0
0,,2025,7,17,17,11,,2,3470,55,47,B1,4.75,35.67,33.15,27.2,3.2,1.0,2.0,4.0,6.0
0,,2025,7,17,17,11,,3,4443,38,49,B1,5.41,39.53,25.53,31.5,4.2,0.0,6.0,9.0,19.0
0,,2025,7,17,17,11,,4,3435,56,45,A1,6.66,37.93,33.72,33.3,2.8,3.0,5.0,37.0,31.0
0,,2025,7,17,17,11,,5,4784,37,50,B1,4.44,36.76,41.94,11.7,4.1,0.0,2.0,6.0,21.0
0,,2025,7,17,17,11,,6,4224,43,51,B1,5.04,42.2,33.93,0.0,3.8,0.0,0.0,17.0,13.0
1,,2025,7,17,17,12,,1,4398,38,52,A1,5.85,34.42,33.95,86.3,2.7,15.0,4.0,29.0,24.0
1,,2025,7,17,17,12,,2,3679,52,52,A1,6.8,37.64,34.74,58.3,3.3,4.0,10.0,35.0,30.0
0,,2025,7,17,17,12,,3,4136,44,53,A1,6.51,35.39,27.78,33.3,3.2,3.0,1.0,27.0,22.0
0,,2025,7,17,17,12,,4,4776,31,53,A1,6.86,33.71,34.03,33.3,3.8,2.0,4.0,25.0,25.0
0,,2025,7,17,17,12,,5,4939,27,52,A1,7.37,35.59,35.71,38.1,3.4,4.0,4.0,39.0,21.0
0,,2025,7,17,17,12,,6,5125,28,52,A1,5.89,37.43,32.98,5.8,4.1,0.0,1.0,22.0,22.0
0,,2025,7,17,13,1,,1,4145,43,55,B1,3.51,42.55,27.27,26.6,5.2,2.0,2.0,2.0,9.0
0,,2025,7,17,13,1,,2,3722,55,52,B1,4.05,50.0,43.37,26.6,3.9,0.0,4.0,4.0,13.0
1,,2025,7,17,13,1,,3,4953,30,54,A1,6.52,46.24,26.97,58.6,3.7,8.0,9.0,47.0,29.0
0,,2025,7,17,13,1,,4,3615,52,51,B1,4.68,34.41,39.08,26.3,3.2,4.0,1.0,13.0,15.0
0,,2025,7,17,13,1,,5,5375,21,55,B2,1.22,34.74,39.02,0.0,0.0,0.0,0.0,0.0,0.0
0,,2025,7,17,13,1,,6,4404,40,53,B1,4.33,38.54,42.35,0.0,4.4,0.0,0.0,12.0,23.0
1,,2025,7,17,13,2,,1,3072,63,52,B1,4.52,31.91,33.72,56.2,2.6,8.0,1.0,10.0,15.0
0,,2025,7,17,13,2,,2,4934,29,54,A1,5.63,30.43,21.18,47.0,2.8,5.0,3.0,30.0,26.0
0,,2025,7,17,13,2,,3,4346,40,57,B1,4.51,30.11,27.06,35.2,3.4,2.0,4.0,8.0,24.0
0,,2025,7,17,13,2,,4,4080,46,52,A1,6.82,27.16,34.88,33.3,2.2,1.0,7.0,29.0,37.0
0,,2025,7,17,13,2,,5,4264,40,53,A1,7.03,39.56,31.33,50.0,3.4,2.0,10.0,43.0,48.0
0,,2025,7,17,13,2,,6,5403,21,52,B2,1.52,20.48,27.59,0.0,0.0,0.0,0.0,0.0,0.0
1,,2025,7,17,13,3,,1,4329,42,52,B1,4.1,29.03,34.52,85.7,2.4,2.0,4.0,4.0,12.0
0,,2025,7,17,13,3,,2,5047,31,54,B1,4.55,22.62,17.44,36.3,3.0,1.0,3.0,14.0,13.0
0,,2025,7,17,13,3,,3,4583,35,52,A2,5.56,23.26,34.12,43.4,2.5,3.0,7.0,18.0,18.0
0,,2025,7,17,13,3,,4,3788,53,52,B1,5.75,28.26,28.41,31.8,2.2,5.0,2.0,24.0,18.0
0,,2025,7,17,13,3,,5,5166,25,51,A2,5.61,26.37,28.05,20.0,4.5,0.0,3.0,20.0,16.0
0,,2025,7,17,13,3,,6,4600,40,52,A2,5.9,30.43,40.23,0.0,3.4,0.0,0.0,30.0,24.0
1,,2025,7,17,13,4,,1,4544,37,52,A1,7.19,37.36,50.6,89.2,3.0,23.0,2.0,38.0,24.0
0,,2025,7,17,13,4,,2,3955,48,51,B1,5.34,30.77,30.38,29.4,3.9,0.0,5.0,9.0,22.0
0,,2025,7,17,13,4,,3,4615,45,54,B1,4.74,20.43,33.73,20.0,3.6,0.0,4.0,7.0,13.0
0,,2025,7,17,13,4,,4,4656,38,60,B1,4.65,25.3,31.4,22.2,2.9,1.0,3.0,11.0,13.0
0,,2025,7,17,13,4,,5,3931,49,49,B2,5.77,47.92,32.18,28.5,4.1,1.0,1.0,11.0,10.0
0,,2025,7,17,13,4,,6,5404,21,53,B2,1.59,35.63,30.95,0.0,0.0,0.0,0.0,0.0,0.0
1,,2025,7,17,13,5,,1,4732,36,54,A1,6.88,27.66,40.45,83.8,2.3,19.0,7.0,34.0,34.0
0,,2025,7,17,13,5,,2,4079,46,55,A2,5.94,42.71,20.22,36.3,3.6,2.0,6.0,31.0,28.0
0,,2025,7,17,13,5,,3,4945,33,54,B1,4.57,52.13,36.9,50.0,3.5,2.0,3.0,9.0,12.0
0,,2025,7,17,13,5,,4,3392,59,52,B1,4.09,43.16,39.53,18.7,4.3,0.0,3.0,3.0,8.0
0,,2025,7,17,13,5,,5,4983,28,53,A1,5.9,38.71,28.05,37.5,3.5,5.0,4.0,38.0,19.0
0,,2025,7,17,13,5,,6,5375,21,55,B2,1.22,34.74,39.02,0.0,4.7,0.0,0.0,0.0,0.0
1,,2025,7,17,13,6,,1,3963,46,56,A2,5.67,37.36,23.86,82.6,2.9,16.0,3.0,24.0,27.0
0,,2025,7,17,13,6,,2,4404,40,53,B1,4.33,38.54,42.35,54.1,3.8,5.0,8.0,12.0,23.0
0,,2025,7,17,13,6,,3,3350,57,53,B1,4.95,41.94,37.5,10.5,3.1,0.0,2.0,8.0,18.0
0,,2025,7,17,13,6,,4,3792,52,54,A1,6.23,25.29,35.23,45.0,4.3,2.0,7.0,24.0,31.0
0,,2025,7,17,13,6,,5,3282,58,51,B1,4.33,42.39,36.14,5.0,4.6,0.0,1.0,13.0,16.0
0,,2025,7,17,13,6,,6,4346,40,57,B1,4.51,30.11,27.06,12.5,3.9,0.0,2.0,8.0,24.0
1,,2025,7,17,13,7,,1,3615,52,51,B1,4.68,34.41,39.08,69.2,2.6,6.0,3.0,13.0,15.0
1,,2025,7,17,13,7,,2,4839,35,53,A1,6.16,20.0,32.18,77.2,2.2,10.0,7.0,40.0,26.0
0,,2025,7,17,13,7,,3,4718,32,51,A2,5.56,24.18,32.14,47.6,3.4,2.0,8.0,26.0,22.0
0,,2025,7,17,13,7,,4,5047,31,54,B1,4.55,22.62,17.44,12.5,3.4,1.0,1.0,14.0,13.0
0,,2025,7,17,13,7,,5,5336,19,55,B2,1.88,22.35,45.88,0.0,4.4,0.0,0.0,0.0,0.0
0,,2025,7,17,13,7,,6,4066,45,52,A1,6.39,43.96,42.05,10.5,3.4,1.0,1.0,28.0,31.0
1,,2025,7,17,13,8,,1,4973,33,52,B1,5.08,21.92,43.53,75.0,3.6,4.0,5.0,8.0,13.0
0,,2025,7,17,13,8,,2,4600,40,52,A2,5.9,30.43,40.23,47.0,3.2,3.0,5.0,30.0,24.0
0,,2025,7,17,13,8,,3,3722,55,52,B1,4.05,50.0,43.37,20.0,3.3,0.0,2.0,4.0,13.0
0,,2025,7,17,13,8,,4,4790,35,51,A2,5.32,8.7,38.64,40.0,2.7,2.0,6.0,29.0,17.0
0,,2025,7,17,13,8,,5,5403,21,52,B2,1.52,20.48,27.59,0.0,0.0,0.0,0.0,0.0,0.0
0,,2025,7,17,13,8,,6,3849,47,52,A1,7.42,21.92,35.29,20.0,3.6,0.0,1.0,26.0,30.0
1,,2025,7,17,13,9,,1,3788,53,52,B1,5.75,28.26,28.41,90.4,2.4,14.0,5.0,24.0,18.0
1,,2025,7,17,13,9,,2,4983,28,53,A1,5.9,38.71,28.05,52.0,3.0,8.0,5.0,38.0,19.0
1,,2025,7,17,13,9,,3,4934,29,54,A1,5.63,30.43,21.18,63.1,3.9,5.0,7.0,30.0,26.0
0,,2025,7,17,13,9,,4,4145,43,55,B1,3.51,42.55,27.27,5.8,5.3,0.0,1.0,2.0,9.0
0,,2025,7,17,13,9,,5,4544,37,52,A1,7.19,37.36,50.6,40.0,3.7,3.0,5.0,38.0,24.0
0,,2025,7,17,13,9,,6,5014,27,53,B1,4.68,24.39,37.5,0.0,2.5,0.0,0.0,13.0,16.0
1,,2025,7,17,13,10,,1,4522,37,54,A1,6.46,20.69,23.86,95.2,1.9,17.0,3.0,26.0,18.0
1,,2025,7,17,13,10,,2,4080,46,52,A1,6.82,27.16,34.88,60.8,1.8,2.0,12.0,29.0,37.0
0,,2025,7,17,13,10,,3,3392,59,52,B1,4.09,43.16,39.53,10.5,2.8,0.0,2.0,3.0,8.0
0,,2025,7,17,13,10,,4,4710,35,53,A2,6.54,29.79,24.42,26.6,3.2,1.0,3.0,29.0,18.0
0,,2025,7,17,13,10,,5,3792,52,54,A1,6.23,25.29,35.23,16.6,3.6,1.0,2.0,24.0,31.0
0,,2025,7,17,13,10,,6,5243,24,54,B1,5.07,31.18,26.14,5.8,3.5,0.0,1.0,22.0,20.0
1,,2025,7,17,13,11,,1,4953,30,54,A1,6.52,46.24,26.97,83.7,3.2,27.0,4.0,47.0,29.0
0,,2025,7,17,13,11,,2,5166,25,51,A2,5.61,26.37,28.05,54.5,3.8,2.0,4.0,20.0,16.0
0,,2025,7,17,13,11,,3,4656,38,60,B1,4.65,25.3,31.4,38.8,2.5,3.0,4.0,11.0,13.0
0,,2025,7,17,13,11,,4,4718,32,51,A2,5.56,24.18,32.14,35.0,3.1,3.0,4.0,26.0,22.0
0,,2025,7,17,13,11,,5,3072,63,52,B1,4.52,31.91,33.72,0.0,0.0,0.0,0.0,10.0,15.0
0,,2025,7,17,13,11,,6,4079,46,55,A2,5.94,42.71,20.22,12.0,4.2,1.0,2.0,31.0,28.0
1,,2025,7,17,13,12,,1,4264,40,53,A1,7.03,39.56,31.33,84.2,2.1,28.0,4.0,43.0,48.0
0,,2025,7,17,13,12,,2,4790,35,51,A2,5.32,8.7,38.64,38.8,3.7,4.0,3.0,29.0,17.0
1,,2025,7,17,13,12,,3,3931,49,49,B2,5.77,47.92,32.18,66.6,2.2,1.0,3.0,11.0,10.0
0,,2025,7,17,13,12,,4,3963,46,56,A2,5.67,37.36,23.86,41.6,2.5,4.0,6.0,24.0,27.0
0,,2025,7,17,13,12,,5,4732,36,54,A1,6.88,27.66,40.45,22.7,2.2,0.0,5.0,34.0,34.0
0,,2025,7,17,13,12,,6,4583,35,52,A2,5.56,23.26,34.12,0.0,4.6,0.0,0.0,18.0,18.0
1,,2025,7,17,10,1,,1,4568,37,50,A2,6.09,37.93,31.52,75.0,1.8,10.0,5.0,16.0,24.0
0,,2025,7,17,10,1,,2,3313,59,54,B1,3.81,37.36,32.26,7.1,4.1,0.0,1.0,3.0,6.0
0,,2025,7,17,10,1,,3,3616,52,55,B1,5.39,29.21,23.4,28.5,2.8,1.0,3.0,16.0,17.0
0,,2025,7,17,10,1,,4,4904,30,52,B1,5.26,27.06,25.53,31.2,3.0,1.0,4.0,22.0,20.0
0,,2025,7,17,10,1,,5,3889,50,57,B1,3.9,32.26,23.86,8.3,4.2,0.0,1.0,6.0,9.0
0,,2025,7,17,10,1,,6,3891,49,55,B1,3.72,29.89,39.33,0.0,3.1,0.0,0.0,9.0,6.0
1,,2025,7,17,10,2,,1,3822,52,51,A1,6.76,36.26,40.23,81.4,3.4,18.0,4.0,32.0,29.0
1,,2025,7,17,10,2,,2,4254,42,52,A2,5.93,29.55,26.88,60.0,2.1,4.0,8.0,27.0,22.0
0,,2025,7,17,10,2,,3,3306,57,55,B1,4.11,31.46,35.87,20.0,4.0,2.0,2.0,9.0,6.0
0,,2025,7,17,10,2,,4,5280,22,51,B1,5.19,22.83,23.86,22.2,4.2,1.0,5.0,11.0,24.0
0,,2025,7,17,10,2,,5,4866,35,54,B1,3.9,37.78,29.79,18.7,2.5,1.0,2.0,13.0,13.0
0,,2025,7,17,10,2,,6,3459,58,56,B1,3.88,43.16,17.2,5.8,3.6,0.0,1.0,8.0,16.0
1,,2025,7,17,10,3,,1,3562,56,53,A2,6.15,41.05,35.37,70.0,3.9,16.0,5.0,24.0,30.0
0,,2025,7,17,10,3,,2,3584,52,53,B1,4.66,20.73,36.84,42.1,3.4,0.0,8.0,7.0,23.0
0,,2025,7,17,10,3,,3,5121,24,54,A1,6.82,26.37,26.67,36.3,3.2,3.0,5.0,32.0,25.0
0,,2025,7,17,10,3,,4,3680,52,54,B1,4.83,29.55,30.0,22.2,4.2,0.0,4.0,10.0,17.0
0,,2025,7,17,10,3,,5,5263,26,52,B2,4.0,27.55,26.44,0.0,3.0,0.0,0.0,4.0,6.0
0,,2025,7,17,10,3,,6,3455,54,49,B1,4.53,29.47,35.96,7.1,4.4,0.0,1.0,11.0,26.0
1,,2025,7,17,10,4,,1,4247,43,55,A2,5.24,27.37,33.33,66.6,2.9,4.0,4.0,15.0,16.0
0,,2025,7,17,10,4,,2,5045,24,45,B1,4.56,27.27,31.46,26.6,3.7,1.0,3.0,13.0,18.0
0,,2025,7,17,10,4,,3,5321,23,55,B1,4.9,32.26,25.61,25.0,3.5,2.0,2.0,10.0,21.0
0,,2025,7,17,10,4,,4,4237,41,51,A1,7.34,40.91,34.04,36.3,3.1,4.0,4.0,43.0,21.0
0,,2025,7,17,10,4,,5,4744,32,46,B1,5.16,31.52,36.36,13.3,3.9,0.0,2.0,7.0,18.0
0,,2025,7,17,10,4,,6,3256,58,51,A1,6.57,56.32,36.36,10.0,4.0,1.0,1.0,36.0,26.0
1,,2025,7,17,10,5,,1,5033,27,58,B1,4.25,32.22,32.61,58.8,2.3,7.0,3.0,12.0,15.0
0,,2025,7,17,10,5,,2,3989,46,61,B1,3.92,42.39,25.81,33.3,4.7,3.0,2.0,9.0,12.0
0,,2025,7,17,10,5,,3,4705,36,55,B1,4.28,40.96,36.17,26.0,2.5,3.0,3.0,25.0,8.0
1,,2025,7,17,10,5,,4,4504,37,54,A1,7.71,36.36,34.07,58.8,3.3,1.0,9.0,41.0,29.0
0,,2025,7,17,10,5,,5,4886,29,54,A1,6.96,21.65,26.97,26.6,4.1,2.0,2.0,23.0,27.0
0,,2025,7,17,10,5,,6,5380,20,51,B2,1.05,37.11,54.35,0.0,4.9,0.0,0.0,0.0,0.0
1,,2025,7,17,10,6,,1,4661,33,52,B1,4.29,32.22,38.3,50.0,4.2,4.0,1.0,6.0,8.0
0,,2025,7,17,10,6,,2,5331,21,56,B2,3.36,42.22,38.04,0.0,3.4,0.0,0.0,5.0,3.0
0,,2025,7,17,10,6,,3,4714,34,49,B1,4.88,32.67,42.39,23.8,3.2,1.0,4.0,13.0,13.0
0,,2025,7,17,10,6,,4,4521,38,52,A2,6.09,35.11,25.3,35.7,3.0,4.0,1.0,19.0,18.0
0,,2025,7,17,10,6,,5,5324,22,48,B2,1.36,31.87,31.25,0.0,3.1,0.0,0.0,0.0,0.0
0,,2025,7,17,10,6,,6,4188,44,52,A1,7.55,39.6,35.16,0.0,3.2,0.0,0.0,46.0,27.0
0,,2025,7,17,10,7,,1,3503,55,51,B1,4.54,31.18,27.47,36.3,2.5,4.0,0.0,6.0,10.0
0,,2025,7,17,10,7,,2,5263,26,52,B2,4.0,27.55,26.44,50.0,4.0,2.0,1.0,4.0,6.0
0,,2025,7,17,10,7,,3,4904,30,52,B1,5.26,27.06,25.53,27.2,3.9,3.0,3.0,22.0,20.0
0,,2025,7,17,10,7,,4,3306,57,55,B1,4.11,31.46,35.87,11.7,3.6,1.0,1.0,9.0,6.0
0,,2025,7,17,10,7,,5,5153,29,45,B1,4.31,36.56,27.59,5.5,2.7,0.0,1.0,7.0,7.0
0,,2025,7,17,10,7,,6,3576,52,52,A1,6.3,32.97,30.34,0.0,5.5,0.0,0.0,27.0,30.0
0,,2025,7,17,10,8,,1,3921,50,51,B1,4.29,35.87,40.45,33.3,3.3,4.0,0.0,7.0,8.0
0,,2025,7,17,10,8,,2,4866,35,54,B1,3.9,37.78,29.79,47.3,2.5,4.0,5.0,13.0,13.0
0,,2025,7,17,10,8,,3,3680,52,54,B1,4.83,29.55,30.0,16.6,3.7,1.0,2.0,10.0,17.0
0,,2025,7,17,10,8,,4,3616,52,55,B1,5.39,29.21,23.4,12.5,3.1,0.0,2.0,16.0,17.0
0,,2025,7,17,10,8,,5,5045,24,45,B1,4.56,27.27,31.46,14.2,4.0,0.0,3.0,13.0,18.0
0,,2025,7,17,10,8,,6,5322,23,45,B2,1.64,29.55,32.29,0.0,3.6,0.0,0.0,1.0,0.0
1,,2025,7,17,10,9,,1,3455,54,49,B1,4.53,29.47,35.96,70.5,3.2,8.0,4.0,11.0,26.0
0,,2025,7,17,10,9,,2,3889,50,57,B1,3.9,32.26,23.86,30.7,4.2,2.0,2.0,6.0,9.0
0,,2025,7,17,10,9,,3,4744,32,46,B1,5.16,31.52,36.36,22.2,4.1,2.0,2.0,7.0,18.0
0,,2025,7,17,10,9,,4,4442,38,54,A2,5.99,28.28,34.74,38.1,3.1,4.0,4.0,33.0,20.0
0,,2025,7,17,10,9,,5,3989,46,61,B1,3.92,42.39,25.81,20.0,4.7,1.0,2.0,9.0,12.0
0,,2025,7,17,10,9,,6,4117,44,46,A2,6.83,37.21,45.05,18.7,4.0,2.0,1.0,23.0,19.0
1,,2025,7,17,10,10,,1,3256,58,51,A1,6.57,56.32,36.36,82.7,2.2,15.0,9.0,36.0,26.0
1,,2025,7,17,10,10,,2,4886,29,54,A1,6.96,21.65,26.97,50.0,2.4,2.0,8.0,23.0,27.0
0,,2025,7,17,10,10,,3,5280,22,51,B1,5.19,22.83,23.86,22.7,3.8,0.0,5.0,11.0,24.0
0,,2025,7,17,10,10,,4,5121,24,54,A1,6.82,26.37,26.67,47.3,3.2,4.0,5.0,32.0,25.0
0,,2025,7,17,10,10,,5,3313,59,54,B1,3.81,37.36,32.26,0.0,4.4,0.0,0.0,3.0,6.0
0,,2025,7,17,10,10,,6,4661,33,52,B1,4.29,32.22,38.3,11.1,5.7,1.0,0.0,6.0,8.0
1,,2025,7,17,10,11,,1,4237,41,51,A1,7.34,40.91,34.04,84.3,3.7,24.0,3.0,43.0,21.0
1,,2025,7,17,10,11,,2,4521,38,52,A2,6.09,35.11,25.3,70.5,3.1,5.0,7.0,19.0,18.0
0,,2025,7,17,10,11,,3,3822,52,51,A1,6.76,36.26,40.23,40.0,3.4,3.0,7.0,32.0,29.0
0,,2025,7,17,10,11,,4,4568,37,50,A2,6.09,37.93,31.52,37.5,2.1,3.0,3.0,16.0,24.0
0,,2025,7,17,10,11,,5,3584,52,53,B1,4.66,20.73,36.84,11.7,3.8,0.0,2.0,7.0,23.0
0,,2025,7,17,10,11,,6,5033,27,58,B1,4.25,32.22,32.61,0.0,4.5,0.0,0.0,12.0,15.0
1,,2025,7,17,10,12,,1,4188,44,52,A1,7.55,39.6,35.16,100.0,2.3,20.0,5.0,46.0,27.0
1,,2025,7,17,10,12,,2,4504,37,54,A1,7.71,36.36,34.07,61.9,3.3,6.0,7.0,41.0,29.0
0,,2025,7,17,10,12,,3,4254,42,52,A2,5.93,29.55,26.88,20.8,2.9,1.0,4.0,27.0,22.0
0,,2025,7,17,10,12,,4,3562,56,53,A2,6.15,41.05,35.37,33.3,2.8,1.0,5.0,24.0,30.0
0,,2025,7,17,10,12,,5,4247,43,55,A2,5.24,27.37,33.33,0.0,3.7,0.0,0.0,15.0,16.0
0,,2025,7,17,10,12,,6,3503,55,51,B1,4.54,31.18,27.47,0.0,3.5,0.0,0.0,6.0,10.0
1,,2025,7,17,8,1,,1,4798,32,52,A1,7.17,37.87,22.22,91.1,1.7,26.0,5.0,46.0,28.0
0,,2025,7,17,8,1,,2,4863,36,56,B1,5.16,31.61,36.36,16.6,2.5,0.0,3.0,13.0,18.0
0,,2025,7,17,8,1,,3,3828,51,52,B1,4.98,43.04,30.0,35.2,2.9,0.0,6.0,15.0,22.0
0,,2025,7,17,8,1,,4,5133,25,52,B1,5.1,34.23,25.0,23.5,3.6,2.0,2.0,15.0,16.0
0,,2025,7,17,8,1,,5,4565,37,51,B1,4.64,30.41,18.18,20.0,3.3,1.0,2.0,12.0,12.0
0,,2025,7,17,8,1,,6,4905,30,54,B1,4.33,35.33,33.33,5.0,4.4,0.0,1.0,8.0,21.0
