予測勝敗,勝敗,年,月,日,レース場番号,レース番号,着順,枠番,選手登番,年齢,体重,級別,全国勝率,モーター2連率,ボート2連率,コース別複勝率,コース別平均スタート順位,コース別1着回数,コース別2着回数
0,0,2025,7,14,9,9,3.0,3,4227,42,53,A1,6.63,30.25,32.23,46.1,3.1,5.0,7.0
0,0,2025,7,14,9,9,5.0,4,3896,48,51,B1,5.31,27.19,39.34,19.0,3.3,0.0,4.0
0,1,2025,7,14,9,9,2.0,5,4324,37,60,A1,7.35,32.06,38.1,18.1,3.0,0.0,4.0
0,0,2025,7,14,9,9,6.0,6,5350,21,50,B1,2.7,30.91,31.73,7.1,3.2,1.0,2.0
1,1,2025,7,14,9,10,1.0,1,4797,33,54,A2,5.99,39.02,45.22,76.4,2.9,11.0,2.0
0,0,2025,7,14,9,10,6.0,2,4785,37,52,B1,4.6,29.51,33.66,33.3,3.1,1.0,4.0
0,1,2025,7,14,9,10,2.0,3,4494,38,51,A1,6.45,25.66,47.27,52.3,2.4,5.0,6.0
0,0,2025,7,14,9,10,4.0,4,3519,57,51,B1,4.55,37.74,32.73,16.6,3.3,0.0,4.0
0,0,2025,7,14,9,10,5.0,5,4226,42,54,B1,4.17,36.7,51.82,22.2,2.6,0.0,4.0
0,0,2025,7,14,9,10,3.0,6,4288,40,53,A1,7.19,38.18,40.17,21.0,3.3,1.0,3.0
1,0,2025,7,14,9,11,3.0,1,4073,44,53,A2,6.09,27.42,28.07,84.3,2.1,25.0,2.0
0,0,2025,7,14,9,11,4.0,2,4898,33,57,B1,4.47,36.3,35.9,30.0,3.2,2.0,1.0
1,1,2025,7,14,9,11,2.0,3,3897,48,54,A1,7.69,38.46,31.15,60.0,3.7,4.0,8.0
0,1,2025,7,14,9,11,1.0,4,4715,33,56,A1,6.83,46.85,37.61,44.4,1.9,5.0,3.0
0,0,2025,7,14,9,11,6.0,5,4861,37,53,B1,5.36,30.91,30.28,25.0,3.3,5.0,3.0
0,0,2025,7,14,9,11,5.0,6,3800,51,52,A2,6.02,29.81,25.66,12.5,3.4,0.0,2.0
1,1,2025,7,14,9,12,1.0,1,4061,46,55,A1,7.53,37.84,26.72,83.8,2.1,21.0,5.0
0,0,2025,7,14,9,12,3.0,2,4171,42,52,A1,6.38,47.31,31.36,44.0,3.6,4.0,7.0
0,0,2025,7,14,9,12,5.0,3,3901,48,51,B1,3.84,33.94,29.36,31.2,3.8,2.0,3.0
0,0,2025,7,14,9,12,4.0,4,4796,33,51,A2,5.48,37.78,20.0,18.7,3.2,2.0,1.0
0,0,2025,7,14,9,12,6.0,5,4753,36,57,B1,5.13,33.33,32.46,5.8,2.4,0.0,1.0
0,1,2025,7,14,9,12,2.0,6,4743,32,55,A1,6.48,29.36,28.07,21.7,3.4,1.0,4.0
1,1,2025,7,14,7,1,1.0,1,3687,55,52,B1,5.53,42.64,40.98,73.3,2.5,7.0,4.0
0,0,2025,7,14,7,1,4.0,2,4563,37,53,B1,3.64,26.5,37.16,6.2,3.9,0.0,1.0
0,0,2025,7,14,7,1,3.0,3,4782,38,53,B1,4.25,35.71,37.01,18.1,2.6,2.0,2.0
0,0,2025,7,14,7,1,6.0,4,4988,28,56,B1,4.03,38.38,29.46,31.2,2.7,3.0,2.0
0,1,2025,7,14,7,1,2.0,5,2878,67,56,B1,5.33,38.33,35.34,9.0,3.6,1.0,1.0
0,0,2025,7,14,7,1,5.0,6,5381,20,51,B2,1.55,34.2,36.65,0.0,3.6,0.0,0.0
1,1,2025,7,14,7,2,1.0,1,4039,46,58,B1,5.92,34.95,34.38,76.9,2.5,4.0,6.0
0,0,2025,7,14,7,2,5.0,2,3838,50,53,A2,5.72,39.26,32.55,48.0,2.6,5.0,7.0
0,0,2025,7,14,7,2,6.0,3,3614,52,55,B1,4.81,32.53,37.7,13.0,3.3,0.0,3.0
0,1,2025,7,14,7,2,2.0,4,4587,34,56,A2,5.48,38.37,35.48,38.8,2.6,3.0,4.0
0,0,2025,7,14,7,2,3.0,5,4277,42,51,B1,5.09,32.32,40.08,18.1,2.2,1.0,1.0
0,0,2025,7,14,7,2,4.0,6,3685,51,56,B1,5.71,44.63,33.46,15.0,4.6,0.0,3.0
1,0,2025,7,14,7,3,6.0,1,4778,39,53,B1,4.74,34.65,40.0,71.4,3.0,12.0,3.0
0,0,2025,7,14,7,3,4.0,2,4036,46,51,A2,6.35,43.5,31.68,30.7,4.4,3.0,1.0
0,0,2025,7,14,7,3,3.0,3,4648,41,53,B1,4.84,36.4,26.74,27.2,2.3,1.0,5.0
0,0,2025,7,14,7,3,5.0,4,3920,50,56,B1,4.97,32.75,35.34,16.6,4.5,0.0,1.0
0,1,2025,7,14,7,3,2.0,5,4540,37,51,B1,5.63,34.96,29.19,5.8,2.2,1.0,0.0
0,1,2025,7,14,7,3,1.0,6,4552,36,51,A2,5.46,34.78,32.93,16.6,3.2,0.0,3.0
1,1,2025,7,14,7,4,2.0,1,4003,47,54,B1,5.45,29.92,24.84,76.4,2.8,9.0,4.0
0,0,2025,7,14,7,4,3.0,2,4142,44,53,B1,5.6,32.55,30.0,29.1,4.3,4.0,3.0
0,0,2025,7,14,7,4,5.0,3,3965,46,59,A2,5.78,37.24,29.17,40.9,2.4,3.0,6.0
0,1,2025,7,14,7,4,1.0,4,4888,37,53,A2,5.61,32.13,31.56,29.0,3.2,4.0,5.0
0,0,2025,7,14,7,4,4.0,5,3550,54,53,B1,4.94,30.86,44.12,16.6,3.2,2.0,2.0
0,0,2025,7,14,7,4,6.0,6,5354,20,51,B2,1.54,35.83,29.78,0.0,4.4,0.0,0.0
1,1,2025,7,14,7,5,1.0,1,3655,51,54,A2,5.86,42.57,36.64,76.0,3.2,8.0,11.0
0,1,2025,7,14,7,5,2.0,2,4458,39,53,B1,5.12,27.5,29.91,42.8,2.0,5.0,4.0
0,0,2025,7,14,7,5,3.0,3,3771,51,52,B1,4.65,39.46,30.33,31.5,2.4,2.0,4.0
0,0,2025,7,14,7,5,4.0,4,4706,36,50,A2,5.58,38.49,30.33,21.7,3.2,1.0,4.0
0,0,2025,7,14,7,5,5.0,5,3687,55,52,B1,5.53,42.64,40.98,0.0,4.0,0.0,0.0
0,0,2025,7,14,7,5,6.0,6,5353,20,50,B2,1.96,35.44,41.45,1.5,3.5,1.0,0.0
1,0,2025,7,14,7,6,4.0,1,3362,55,56,A2,5.18,40.26,30.52,91.3,2.8,15.0,6.0
0,1,2025,7,14,7,6,2.0,2,4594,43,51,A2,5.67,29.62,40.0,54.5,3.5,3.0,9.0
0,0,2025,7,14,7,6,3.0,3,4152,45,54,B1,5.51,31.05,38.67,38.4,3.2,2.0,3.0
0,0,2025,7,14,7,6,6.0,4,3268,60,53,B1,4.54,31.94,32.58,22.2,3.1,1.0,3.0
0,1,2025,7,14,7,6,1.0,5,4988,28,56,B1,4.03,38.38,29.46,22.2,2.8,2.0,2.0
0,0,2025,7,14,7,6,5.0,6,4435,39,55,B1,5.23,29.27,35.74,4.5,4.9,0.0,1.0
1,1,2025,7,14,7,7,1.0,1,3838,50,53,A2,5.72,39.26,32.55,86.2,2.5,18.0,7.0
0,1,2025,7,14,7,7,2.0,2,4277,42,51,B1,5.09,32.32,40.08,10.0,3.4,0.0,1.0
0,0,2025,7,14,7,7,5.0,3,2878,67,56,B1,5.33,38.33,35.34,23.0,3.8,3.0,3.0
1,0,2025,7,14,7,7,4.0,4,4794,35,54,A1,6.83,33.33,29.5,56.5,2.3,7.0,6.0
0,0,2025,7,14,7,7,3.0,5,4648,41,53,B1,4.84,36.4,26.74,10.0,2.6,1.0,1.0
0,0,2025,7,14,7,7,6.0,6,4257,41,52,B1,5.36,39.75,36.76,6.2,3.1,1.0,0.0
1,0,2025,7,14,7,8,4.0,1,4888,37,53,A2,5.61,32.13,31.56,80.7,2.3,18.0,3.0
0,0,2025,7,14,7,8,6.0,2,3920,50,56,B1,4.97,32.75,35.34,22.2,3.7,4.0,6.0
0,0,2025,7,14,7,8,5.0,3,4563,37,53,B1,3.64,26.5,37.16,13.3,3.3,0.0,2.0
0,1,2025,7,14,7,8,1.0,4,4540,37,51,B1,5.63,34.96,29.19,25.0,2.7,1.0,3.0
0,0,2025,7,14,7,8,3.0,5,4142,44,53,B1,5.6,32.55,30.0,9.0,4.5,0.0,2.0
0,1,2025,7,14,7,8,2.0,6,4842,33,54,A2,6.03,42.98,39.02,8.3,4.8,0.0,1.0
1,0,2025,7,14,7,9,5.0,1,4706,36,50,A2,5.58,38.49,30.33,65.3,3.4,15.0,2.0
0,1,2025,7,14,7,9,1.0,2,3685,51,56,B1,5.71,44.63,33.46,33.3,3.6,3.0,3.0
0,0,2025,7,14,7,9,4.0,3,3502,56,53,B1,5.38,31.02,37.34,31.8,2.9,2.0,5.0
0,1,2025,7,14,7,9,2.0,4,4552,36,51,A2,5.46,34.78,32.93,43.4,2.8,5.0,5.0
0,0,2025,7,14,7,9,3.0,5,4782,38,53,B1,4.25,35.71,37.01,21.0,3.8,1.0,3.0
0,0,2025,7,14,7,9,6.0,6,3965,46,59,A2,5.78,37.24,29.17,9.5,2.6,1.0,1.0
1,1,2025,7,14,7,10,1.0,1,3550,54,53,B1,4.94,30.86,44.12,88.2,2.9,13.0,2.0
0,1,2025,7,14,7,10,2.0,2,3362,55,56,A2,5.18,40.26,30.52,51.2,4.2,5.0,16.0
0,0,2025,7,14,7,10,4.0,3,3655,51,54,A2,5.86,42.57,36.64,40.9,3.5,4.0,5.0
0,0,2025,7,14,7,10,5.0,4,4152,45,54,B1,5.51,31.05,38.67,23.0,4.2,1.0,2.0
0,0,2025,7,14,7,10,3.0,5,4036,46,51,A2,6.35,43.5,31.68,25.0,3.7,1.0,2.0
0,0,2025,7,14,7,10,6.0,6,4039,46,58,B1,5.92,34.95,34.38,0.0,5.1,0.0,0.0
1,1,2025,7,14,7,11,1.0,1,4794,35,54,A1,6.83,33.33,29.5,82.3,2.1,25.0,3.0
0,0,2025,7,14,7,11,5.0,2,4778,39,53,B1,4.74,34.65,40.0,33.3,3.5,1.0,6.0
0,1,2025,7,14,7,11,2.0,3,4587,34,56,A2,5.48,38.37,35.48,33.3,2.8,5.0,1.0
0,0,2025,7,14,7,11,3.0,4,4003,47,54,B1,5.45,29.92,24.84,15.3,3.8,0.0,2.0
0,0,2025,7,14,7,11,6.0,5,4458,39,53,B1,5.12,27.5,29.91,8.0,3.0,1.0,1.0
0,0,2025,7,14,7,11,4.0,6,4594,43,51,A2,5.67,29.62,40.0,0.0,3.0,0.0,0.0
1,1,2025,7,14,7,12,1.0,1,4342,40,54,B1,6.96,40.3,31.71,66.6,4.1,6.0,0.0
1,0,2025,7,14,7,12,3.0,2,4276,42,54,A1,6.38,40.85,37.24,54.5,1.9,10.0,2.0
0,0,2025,7,14,7,12,4.0,3,3966,45,53,A1,5.99,39.33,33.6,44.0,3.4,3.0,8.0
0,1,2025,7,14,7,12,2.0,4,4500,37,54,A1,7.52,31.77,31.9,38.1,3.1,6.0,2.0
0,0,2025,7,14,7,12,5.0,5,3833,50,56,A1,6.36,42.11,32.81,28.5,2.3,1.0,3.0
0,0,2025,7,14,7,12,6.0,6,4760,35,52,A1,7.12,31.32,33.87,25.0,2.5,3.0,1.0
1,1,2025,7,14,4,1,1.0,1,4750,38,52,B1,4.87,70.59,25.93,56.2,3.1,5.0,4.0
0,1,2025,7,14,4,1,2.0,2,4864,35,54,B1,4.0,33.33,22.73,33.3,3.1,0.0,5.0
0,0,2025,7,14,4,1,3.0,3,3904,48,55,B1,5.35,39.13,58.82,30.0,3.3,4.0,2.0
0,0,2025,7,14,4,1,5.0,4,4202,42,54,B1,4.32,41.18,23.53,20.0,4.1,1.0,3.0
0,0,2025,7,14,4,1,4.0,5,4809,36,52,A2,6.36,26.09,18.75,58.8,3.2,5.0,5.0
0,0,2025,7,14,4,1,6.0,6,5411,19,58,B2,1.14,58.82,16.67,0.0,0.0,0.0,0.0
1,1,2025,7,14,4,2,1.0,1,4305,41,52,A1,7.0,12.5,6.67,95.8,2.9,14.0,9.0
0,0,2025,7,14,4,2,4.0,2,4097,43,57,B1,3.88,40.91,35.29,16.6,4.1,0.0,3.0
0,0,2025,7,14,4,2,6.0,3,5266,25,53,B2,2.88,41.67,26.09,0.0,3.4,0.0,0.0
0,0,2025,7,14,4,2,5.0,4,4421,37,57,B1,4.29,31.58,0.0,10.0,3.9,1.0,0.0
0,1,2025,7,14,4,2,2.0,5,5298,23,51,B1,5.94,35.0,56.25,37.5,2.3,2.0,1.0
0,0,2025,7,14,4,2,3.0,6,5127,28,50,B1,4.58,47.06,52.17,0.0,4.4,0.0,0.0
1,0,2025,7,14,4,3,5.0,1,4274,42,51,B1,4.66,22.22,33.33,66.6,2.9,4.0,6.0
0,1,2025,7,14,4,3,1.0,2,5179,28,53,B1,4.19,41.67,22.73,11.1,3.5,0.0,2.0
0,0,2025,7,14,4,3,3.0,3,4991,27,52,A2,5.55,17.39,30.43,36.8,3.2,4.0,3.0
0,1,2025,7,14,4,3,2.0,4,4000,48,56,A2,5.81,39.13,44.44,11.1,3.8,0.0,3.0
0,0,2025,7,14,4,3,4.0,5,4348,39,54,A2,6.44,12.5,26.92,9.5,3.9,0.0,2.0
0,0,2025,7,14,4,3,6.0,6,5402,22,55,B2,1.39,42.11,47.06,0.0,0.0,0.0,0.0
0,0,2025,7,14,4,4,6.0,1,5177,29,51,B1,3.48,29.17,44.44,12.5,3.5,1.0,0.0
1,1,2025,7,14,4,4,1.0,2,4089,44,55,A2,5.95,59.26,40.0,52.3,2.4,5.0,6.0
0,0,2025,7,14,4,4,3.0,3,4902,32,52,B1,4.97,25.0,54.55,30.0,3.3,2.0,4.0
0,1,2025,7,14,4,4,2.0,4,3825,52,60,B1,4.05,36.0,25.0,35.0,2.3,5.0,2.0
0,0,2025,7,14,4,4,4.0,5,4416,38,56,B1,5.22,40.0,42.86,25.0,3.4,1.0,5.0
0,0,2025,7,14,4,4,5.0,6,3623,51,50,A1,7.16,9.52,26.09,0.0,0.0,0.0,0.0
1,0,2025,7,14,4,5,4.0,1,3516,57,51,B1,4.43,34.78,36.0,50.0,3.2,3.0,4.0
0,0,2025,7,14,4,5,3.0,2,4750,38,52,B1,4.87,70.59,25.93,19.0,3.7,3.0,1.0
0,0,2025,7,14,4,5,5.0,3,4219,43,55,B1,3.99,29.41,28.57,0.0,3.3,0.0,0.0
0,1,2025,7,14,4,5,2.0,4,4769,33,52,A2,5.65,33.33,18.75,26.6,2.5,3.0,1.0
0,1,2025,7,14,4,5,1.0,5,4528,36,53,A1,6.55,33.33,27.27,32.1,3.7,4.0,5.0
0,0,2025,7,14,4,5,6.0,6,4724,39,54,B1,3.88,20.83,28.57,0.0,4.1,0.0,0.0
1,1,2025,7,14,4,6,2.0,1,4708,36,56,B1,4.39,27.78,52.0,50.0,3.8,5.0,4.0
0,0,2025,7,14,4,6,4.0,2,3811,49,56,A2,6.06,29.41,26.09,52.6,2.2,5.0,5.0
1,0,2025,7,14,4,6,3.0,3,4019,45,53,A1,6.78,41.18,47.06,71.4,2.9,6.0,9.0
0,0,2025,7,14,4,6,5.0,4,4012,45,59,A2,5.85,42.31,37.5,21.0,3.4,1.0,3.0
0,0,2025,7,14,4,6,6.0,5,5411,19,58,B2,1.14,58.82,16.67,0.0,0.0,0.0,0.0
0,1,2025,7,14,4,6,1.0,6,5298,23,51,B1,5.94,35.0,56.25,6.6,3.1,0.0,1.0
1,1,2025,7,14,4,7,1.0,1,4366,39,56,A1,6.31,35.29,9.09,75.8,2.7,19.0,3.0
0,0,2025,7,14,4,7,5.0,2,4196,43,53,B1,5.37,28.0,17.24,50.0,3.9,1.0,7.0
0,0,2025,7,14,4,7,3.0,3,4097,43,57,B1,3.88,40.91,35.29,0.0,4.6,0.0,0.0
0,0,2025,7,14,4,7,4.0,4,4133,45,53,A2,5.98,44.44,46.43,33.3,2.9,3.0,6.0
0,1,2025,7,14,4,7,2.0,6,4308,41,51,A2,6.2,18.18,20.0,23.0,4.1,0.0,3.0
1,0,2025,7,14,4,8,3.0,1,5075,29,53,A2,6.59,47.83,34.62,94.1,3.3,13.0,3.0
0,1,2025,7,14,4,8,2.0,2,4229,42,53,B1,4.46,18.75,14.29,33.3,4.4,1.0,5.0
0,0,2025,7,14,4,8,6.0,3,4952,31,54,B1,4.02,25.0,38.89,16.6,3.6,0.0,2.0
0,1,2025,7,14,4,8,1.0,4,3541,57,53,A1,6.67,41.18,43.75,55.5,2.6,4.0,11.0
0,0,2025,7,14,4,8,4.0,5,4421,37,57,B1,4.29,31.58,0.0,0.0,4.7,0.0,0.0
0,0,2025,7,14,4,8,5.0,6,5179,28,53,B1,4.19,41.67,22.73,6.6,3.0,0.0,1.0
0,1,2025,7,14,4,9,1.0,2,4619,42,52,B1,5.15,35.0,30.43,35.7,3.4,2.0,3.0
0,1,2025,7,14,4,9,2.0,3,3825,52,60,B1,4.05,36.0,25.0,35.0,2.3,2.0,5.0
0,0,2025,7,14,4,9,4.0,4,4809,36,52,A2,6.36,26.09,18.75,29.4,2.3,0.0,5.0
0,0,2025,7,14,4,9,3.0,5,4769,33,52,A2,5.65,33.33,18.75,14.2,2.1,1.0,1.0
0,0,2025,7,14,4,9,5.0,6,4550,36,57,B1,5.44,33.33,29.17,12.5,3.3,0.0,2.0
1,1,2025,7,14,4,10,2.0,1,4991,27,52,A2,5.55,17.39,30.43,75.8,3.1,19.0,3.0
0,1,2025,7,14,4,10,1.0,2,4202,42,54,B1,4.32,41.18,23.53,40.0,3.8,2.0,6.0
1,0,2025,7,14,4,10,4.0,3,4012,45,59,A2,5.85,42.31,37.5,57.1,2.4,2.0,6.0
0,0,2025,7,14,4,10,6.0,4,5127,28,50,B1,4.58,47.06,52.17,27.7,3.3,2.0,3.0
0,0,2025,7,14,4,10,3.0,5,4219,43,55,B1,3.99,29.41,28.57,0.0,3.6,0.0,0.0
0,0,2025,7,14,4,10,5.0,6,4095,44,53,A1,6.18,13.04,64.71,50.0,4.4,4.0,5.0
1,1,2025,7,14,4,11,1.0,1,4019,45,53,A1,6.78,41.18,47.06,93.3,3.0,26.0,2.0
0,0,2025,7,14,4,11,5.0,2,4348,39,54,A2,6.44,12.5,26.92,52.6,4.4,6.0,4.0
0,1,2025,7,14,4,11,2.0,3,4089,44,55,A2,5.95,59.26,40.0,35.7,2.8,4.0,6.0
0,0,2025,7,14,4,11,4.0,4,4864,35,54,B1,4.0,33.33,22.73,9.0,3.1,0.0,1.0
0,0,2025,7,14,4,11,3.0,5,4133,45,53,A2,5.98,44.44,46.43,18.7,3.4,2.0,1.0
0,0,2025,7,14,4,11,6.0,6,5266,25,53,B2,2.88,41.67,26.09,0.0,5.6,0.0,0.0
1,1,2025,7,14,4,12,1.0,1,4528,36,53,A1,6.55,33.33,27.27,78.2,3.0,15.0,3.0
0,0,2025,7,14,4,12,5.0,2,4902,32,52,B1,4.97,25.0,54.55,27.2,3.5,4.0,2.0
1,0,2025,7,14,4,12,3.0,3,4308,41,51,A2,6.2,18.18,20.0,66.6,2.8,4.0,6.0
0,0,2025,7,14,4,12,6.0,4,4274,42,51,B1,4.66,22.22,33.33,23.5,2.9,1.0,3.0
0,1,2025,7,14,4,12,2.0,5,5075,29,53,A2,6.59,47.83,34.62,0.0,3.8,0.0,0.0
0,0,2025,7,14,4,12,4.0,6,3811,49,56,A2,6.06,29.41,26.09,5.2,3.6,0.0,1.0
0,0,2025,7,14,2,1,6.0,1,5077,28,50,B2,3.0,33.63,33.84,0.0,3.8,0.0,0.0
0,1,2025,7,14,2,1,2.0,2,3949,49,58,B1,3.3,31.87,36.99,15.3,3.6,0.0,2.0
0,0,2025,7,14,2,1,5.0,3,3973,48,54,B1,4.02,35.14,38.83,13.6,3.7,2.0,1.0
0,1,2025,7,14,2,1,1.0,4,5074,29,55,B1,4.52,30.35,37.68,13.0,3.7,1.0,2.0
0,0,2025,7,14,2,1,3.0,5,5394,23,52,B2,1.46,35.96,32.54,0.0,0.0,0.0,0.0
0,0,2025,7,14,2,1,4.0,6,3436,56,51,B1,5.63,37.69,31.86,8.3,2.8,0.0,1.0
1,0,2025,7,14,2,2,6.0,1,4060,46,56,B1,5.12,40.43,33.65,60.0,3.7,4.0,2.0
0,1,2025,7,14,2,2,1.0,2,4201,42,53,B1,5.24,29.86,32.09,36.8,3.0,4.0,3.0
0,0,2025,7,14,2,2,5.0,3,5262,27,54,B1,3.86,40.38,44.17,15.7,3.2,2.0,1.0
0,1,2025,7,14,2,2,2.0,4,4545,37,57,A1,6.64,32.41,35.0,23.0,2.9,1.0,5.0
0,0,2025,7,14,2,2,4.0,5,4068,45,54,B1,5.26,34.7,37.39,8.3,3.4,2.0,0.0
0,0,2025,7,14,2,2,3.0,6,4233,41,51,A2,5.91,36.15,31.43,0.0,4.5,0.0,0.0
1,0,2025,7,14,2,3,4.0,1,5109,26,51,B1,5.02,38.93,35.29,69.2,2.1,6.0,3.0
1,0,2025,7,14,2,3,6.0,2,4892,35,54,B1,5.35,34.8,39.13,60.8,3.3,3.0,11.0
1,1,2025,7,14,2,3,2.0,3,5220,24,52,A2,6.23,33.85,32.18,57.1,3.6,6.0,6.0
0,1,2025,7,14,2,3,1.0,4,4258,41,52,B1,5.35,35.22,31.63,30.0,3.6,1.0,5.0
0,0,2025,7,14,2,3,5.0,5,4370,38,52,A1,6.35,37.73,35.55,41.1,3.4,5.0,2.0
0,0,2025,7,14,2,3,3.0,6,4216,40,53,A2,5.55,29.2,32.06,4.5,3.8,1.0,0.0
1,1,2025,7,14,2,4,2.0,1,5092,24,52,B1,5.31,32.67,37.56,81.2,2.4,10.0,3.0
1,1,2025,7,14,2,4,1.0,2,4908,29,51,A1,7.04,34.96,35.27,55.5,3.1,5.0,5.0
0,0,2025,7,14,2,4,6.0,3,4181,41,54,B1,4.38,30.0,38.73,11.5,3.8,1.0,2.0
0,0,2025,7,14,2,4,4.0,4,4016,45,56,B1,4.8,36.73,32.26,31.5,2.8,4.0,2.0
0,0,2025,7,14,2,4,3.0,5,4351,39,54,A1,6.65,37.8,34.26,38.1,3.1,3.0,5.0
0,0,2025,7,14,2,4,5.0,6,3893,49,54,B1,4.15,37.23,35.85,0.0,3.5,0.0,0.0
1,0,2025,7,14,2,5,6.0,1,4887,38,56,A2,5.54,38.68,33.82,86.6,1.7,12.0,1.0
0,0,2025,7,14,2,5,3.0,2,3933,49,56,B1,5.13,37.73,33.49,25.0,3.8,3.0,8.0
0,0,2025,7,14,2,5,5.0,3,4093,44,51,B1,4.1,34.02,34.6,20.8,4.1,1.0,4.0
0,1,2025,7,14,2,5,1.0,4,4505,37,56,A1,6.03,35.47,34.74,20.0,4.2,1.0,2.0
0,1,2025,7,14,2,5,2.0,5,5074,29,55,B1,4.52,30.35,37.68,4.0,3.6,0.0,1.0
0,0,2025,7,14,2,5,4.0,6,3882,52,55,B1,5.53,42.79,41.71,4.1,4.6,0.0,1.0
1,0,2025,7,14,2,6,6.0,1,3439,55,53,B1,5.54,39.45,35.15,68.7,2.6,7.0,4.0
0,0,2025,7,14,2,6,4.0,2,4058,46,52,A2,5.38,29.84,31.55,54.5,4.4,2.0,10.0
0,0,2025,7,14,2,6,3.0,3,4201,42,53,B1,5.24,29.86,32.09,35.0,3.1,1.0,6.0
1,1,2025,7,14,2,6,1.0,4,3159,60,54,A1,7.55,35.29,36.32,0.0,0.0,0.0,0.0
0,1,2025,7,14,2,6,2.0,5,3984,47,54,A1,6.22,37.44,32.55,25.0,3.6,1.0,5.0
0,0,2025,7,14,2,6,5.0,6,5394,23,52,B2,1.46,35.96,32.54,0.0,0.0,0.0,0.0
1,1,2025,7,14,2,7,1.0,1,4545,37,57,A1,6.64,32.41,35.0,88.2,2.4,26.0,4.0
0,1,2025,7,14,2,7,2.0,2,4054,47,53,B1,4.61,30.57,38.16,17.6,3.6,2.0,1.0
0,0,2025,7,14,2,7,5.0,3,4895,34,55,B1,4.93,31.48,35.94,16.6,3.1,0.0,3.0
0,0,2025,7,14,2,7,4.0,4,3973,48,54,B1,4.02,35.14,38.83,20.8,4.0,1.0,4.0
0,0,2025,7,14,2,7,3.0,5,5109,26,51,B1,5.02,38.93,35.29,22.7,2.6,0.0,5.0
0,0,2025,7,14,2,7,6.0,6,4779,39,53,B1,4.79,34.51,37.96,7.1,3.5,1.0,0.0
1,1,2025,7,14,2,8,2.0,1,4016,45,56,B1,4.8,36.73,32.26,58.8,2.6,6.0,4.0
0,1,2025,7,14,2,8,1.0,2,3436,56,51,B1,5.63,37.69,31.86,44.4,1.4,1.0,7.0
1,0,2025,7,14,2,8,4.0,3,4537,35,51,A1,6.69,35.09,31.19,52.9,2.2,5.0,4.0
0,0,2025,7,14,2,8,5.0,4,5262,27,54,B1,3.86,40.38,44.17,10.0,4.3,0.0,1.0
0,0,2025,7,14,2,8,3.0,5,4892,35,54,B1,5.35,34.8,39.13,12.0,3.2,0.0,3.0
0,0,2025,7,14,2,8,6.0,6,4539,34,53,A1,6.34,35.32,33.64,29.4,2.7,1.0,4.0
0,0,2025,7,14,2,9,3.0,1,3949,49,58,B1,3.3,31.87,36.99,30.7,3.1,2.0,2.0
0,1,2025,7,14,2,9,1.0,2,4505,37,56,A1,6.03,35.47,34.74,46.1,3.3,1.0,5.0
0,0,2025,7,14,2,9,4.0,3,4233,41,51,A2,5.91,36.15,31.43,52.0,2.6,4.0,9.0
0,0,2025,7,14,2,9,6.0,4,4181,41,54,B1,4.38,30.0,38.73,7.1,4.1,0.0,2.0
0,1,2025,7,14,2,9,2.0,5,4261,41,55,A2,5.97,39.91,32.06,41.6,2.9,4.0,1.0
0,0,2025,7,14,2,9,5.0,6,4857,28,55,A1,6.91,33.47,34.8,30.0,3.8,1.0,2.0
1,0,2025,7,14,2,10,4.0,1,5220,24,52,A2,6.23,33.85,32.18,77.2,2.9,13.0,4.0
0,0,2025,7,14,2,10,6.0,2,3882,52,55,B1,5.53,42.79,41.71,40.0,3.7,1.0,7.0
1,1,2025,7,14,2,10,1.0,3,3984,47,54,A1,6.22,37.44,32.55,50.0,2.9,5.0,8.0
0,0,2025,7,14,2,10,5.0,4,4060,46,56,B1,5.12,40.43,33.65,25.0,3.0,2.0,1.0
0,1,2025,7,14,2,10,2.0,5,4908,29,51,A1,7.04,34.96,35.27,29.4,3.6,4.0,1.0
0,0,2025,7,14,2,10,3.0,6,4161,43,56,A2,5.63,34.63,43.48,0.0,2.9,0.0,0.0
1,0,2025,7,14,2,11,3.0,1,4351,39,54,A1,6.65,37.8,34.26,84.0,2.4,18.0,3.0
0,1,2025,7,14,2,11,1.0,2,4370,38,52,A1,6.35,37.73,35.55,42.1,3.9,4.0,4.0
0,0,2025,7,14,2,11,5.0,3,4054,47,53,B1,4.61,30.57,38.16,27.2,3.0,0.0,3.0
0,0,2025,7,14,2,11,4.0,4,4093,44,51,B1,4.1,34.02,34.6,15.0,4.3,0.0,3.0
0,1,2025,7,14,2,11,2.0,5,4736,34,53,A2,6.32,30.05,35.91,9.5,2.1,1.0,1.0
0,0,2025,7,14,2,11,6.0,6,4058,46,52,A2,5.38,29.84,31.55,7.1,5.1,1.0,0.0
1,1,2025,7,14,2,12,2.0,1,3159,60,54,A1,7.55,35.29,36.32,71.4,3.6,22.0,3.0
0,0,2025,7,14,2,12,5.0,2,4068,45,54,B1,5.26,34.7,37.39,36.3,4.0,1.0,7.0
0,0,2025,7,14,2,12,3.0,3,4216,40,53,A2,5.55,29.2,32.06,34.7,2.7,3.0,5.0
0,0,2025,7,14,2,12,6.0,4,4895,34,55,B1,4.93,31.48,35.94,15.3,2.9,0.0,2.0
0,0,2025,7,14,2,12,4.0,5,4887,38,56,A2,5.54,38.68,33.82,27.7,2.3,3.0,2.0
